१,,,,,,,,,,,,,,,,,,,,,,
१०,७,२,२,,,,,,,,,,,,,,,,,,,
१०,८,२,३,,,,,,,,,,,,,,,,,,,
१०,९,२,४,,,,,,,,,,,,,,,,,,,
१०,१०,२,५,,,,,,,,,,,,,,,,,,,
१०,११,३,१,,,,,,,,,,,,,,,,,,,
१०,१२,३,२,,,,,,,,,,,,,,,,,,,
१०,१३,३,३,,,,,,,,,,,,,,,,,,,
१०,१४,३,४,,,,,,,,,,,,,,,,,,,
१०,१५,३,५,,,,,,,,,,,,,,,,,,,
१०,१६,४,१,,,,,,,,,,,,,,,,,,,
१०,१७,४,२,,,,,,,,,,,,,,,,,,,
१०,१८,४,३,,,,,,,,,,,,,,,,,,,
१०,१९,४,४,,,,,,,,,,,,,,,,,,,
१०,२०,४,५,,,,,,,,,,,,,,,,,,,
१०,२१,५,१,,,,,,,,,,,,,,,,,,,
१०,२२,५,२,रागपेय्यालं निट्ठितं,,,,,,,,,,,,,,,,,,
११,१,,१,,११५१,"११: एकादस, एकारस",,,,,,,,,,,,,,,,
११,२,,२,,,,,,,,,,,,,,,,,,,
११,३,,३,रागपेय्यालं निट्ठितं,,,,,,,,,,,,,,,,,,
,,,,,,,,,११४७१,,,,,,,,,,,,,
,,,,,,,,,१८५,,,,,,,,,,,,,
,,,,,,,,,११६५६,,,,,,,,,,,,,
,,,,,,,,,,१,१३,७,३,४,४,३१,दोने,,अन्१,३१,६२७,"७,७२"
,,,,,,,,,,२,५,५,५,,,१५,दोने,,अन्२,१५,४७९,"५,९०"
,,,,,,,,,,३,५,५,६,,,१६,दोने,,अन्३,१६,३५२,"४,३३"
,,,,,,,,,,४,५,५,५,५,७,२७,दोने,,अन्४,२७,७८३,"९,६४"
,,,,,,,,,,५,५,५,५,५,६,२६,४,,अन्५,२६,११५२,"१४,१८"
,,,,,,,,,,६,५,७,,,,१२,२,,अन्६,१२,६४९,"७,९९"
,,,,,,,,,,७,५,५,,,,१०,१,,अन्७,१०,११२४,"१३,८४"
,,,,,,,,,,८,५,५,,,,१०,३,,अन्८,१०,६२७,"७,७२"
,,,,,,,,,,९,५,४,,,,९,?दोने,,अन्९,९,४३२,"५,३२"
,,,,,,,,,,१०,५,५,५,५,२,२२,५,,अन्१०,२२,७४६,"९,१८"
,,,,,,,,,,११,३,,,,,३,दोने,,अन्११,३,११५१,"१४,१७"
,,,,,,,,,,,,,,,,,,,,१८१,८१२२,"१००,००"
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,," फ़ोर् इ इन् `फ़िन्द् . -त्य्पे फ़् `; दो एछो -न् ""`एछो $इ । सेद् 'स्@_रोओत्-प्लि-म्स्.ज्सोन्@@ग्'` `चत् $इ । wच् -ल्`"" ; एछो ; दोने । सोर्त् -क्२ -न्",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,लिनेस्,फ़िलेस्,म्ब्,~बोओक् पगेस्,,,,,,,,,,,,,
,,,,я,अन्,४१८४३,१४०८,"३,१",,,,,,,,,,,,,,
,,,,,स्न्,३३१००,१४४५,"२,३",,,,,,,,,,,,,,
,,,,,द्न्,१६४०१,३४,"१,५",,,,,,,,,,,,,,
,,,,,,९१३४४,२८८७,"६,९","४२६५,८९९८३१",,,,,,,,,,,,,
,,,,таня,म्न् ,२७१९४,१५२,"२,५",१२७०,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,क्न्,,लिनेस्,फ़िलेस्,क्ब्,~बोओक् पगेस्,,,,,,,,,,,,,
,,,,саша,थग्,६०१४,२६४,३००,,,,,,,,,,,,,,
,,,,,थिग्,१३४,१८,८,,,,,,,,,,,,,,
,,,,роман,ध्प्,१०८,१,८,,,,,,,,,,,,,,
,,,,я,इति,६८७,३१,५२,,,,,,,,,,,,,,
,,,,,उद्,२६८१,८०,३२०,,,,,,,,,,,,,,
,,,,,स्न्प्,११३२,२२,६४,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,लिनेस्,फ़िलेस्,म्ब्,~बोओक् पगेस्,,,,,,,,,,,,,
,,,,всего,स्न्,४३४६८,१८१९,"२,८",,,,,,,,,,,,,,
,,,,,अन्,४१८४३,१४०८,"३,१",,,,,,,,,,,,,,
,,,,,म्न् ,२७१९४,१५२,"२,५",,,,,,,,,,,,,,
,,,,,द्न्,१६४०१,३४,"१,५",,,,,,,,,,,,,,
,,,,,,१२८९०६,३४१३,"९,९","६०२०,१००७५८",,,,,,,,,,,,,
,,,,,,,,"०,८३९८४३७५","१०,७३९८४३७५",,,,,,,,,,,,,
,,,,क्न्,,लिनेस्,फ़िलेस्,क्ब्,~बोओक् पगेस्,,,,,,,,,,,,,
,,,,,थग्,६९१९,२६४,१८४,,,,,,,,,,,,,,
,,,,,थिग्,२४६६,७३,७२,,,,,,,,,,,,,,
,,,,,ध्प्,२२३४,२६,६४,,,,,,,,,,,,,,
,,,,,इति,२९६१,११२,१२८,,,,,,,,,,,,,,
,,,,,उद्,२६८१,८०,२०८,,,,,,,,,,,,,,
,,,,,स्न्प्,५७६५,७३,२०४,,,,,,,,,,,,,,
,,,,,,२३०२६,६२८,८६०,"१०७५,३४८२३९",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,ज,३०९६५,५४७,९००,"१४४६,१११२७५",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,ветхий завет ,"३,२",мб,"३,९७१४८४३७५","१०,७३९८४३७५",,,,,,,,,,,,,,
,,,,новый завет,७९०,кб,"२,७०४२३९२०५",,,,,,,,,,,,,,,
,,,,коран,७८०,кб,"१४,०९९४८७१८",,,,,,,,,,,,,,,
