,,,,,,,,,,,,,,47,8,,,,,,
22,,3,1,14,3,,,,,,,,,,,,,,,,
22,,3,1,15,3,,,,,,,,,,,,,,,,
23,,3,2,1,,Rādhasaṁyuttaṁ,46,"23: tevīsati, tevīsa",,,,,,,,,,,,,
23,,3,2,2,,,,,,,,,,,,,,,,,
23,,3,2,3,,,,,,,,,,,,,,,,,
23,,3,2,4,,,,,,,,,,,,,,,,,
24,,3,3,1,,Diṭṭhisaṁyuttaṁ,96,"24: catuvīsati, catuvīsa, catubīsatai",Aṭṭhārasaveyyākaraṇaṁ niṭṭhitaṁ.,,,,,,,,,,,,
25,,3,4,1,,Okkantasaṁyuttaṁ,25,"25: pañcavīsati, paṇṇavīsati",,,,,,,,,,,,,
26,,3,5,1,,Uppādasaṁyuttaṁ,26,26: chabbīsati,,,,,,,,,,,,,
27,,3,6,1,,Kilesasaṁyuttaṁ,27,27: sattavīsati,,,,,,,,,,,,,
28,,3,7,1,,Sāriputtasaṁyuttaṁ,28,28: aṭṭhavīsati,,,,,,,,,,,,,
29,,3,8,1,,Nāgasaṁyuttaṁ,50,29: ekūnatiṁsati,,,,,,,,,,,,,
30,,3,9,1,,Supaṇṇasaṁyuttaṁ,46,"30: tiṁsati , tiṁsa, tiṁsā, tiṁsaṁ, samatiṁsa",,,,,,,,,,,,,
31,,3,10,1,,Gandhabbakāyasaṁyuttaṁ,112,31: ekatiṁsati,,,,,,,,,,,,,
32,,3,11,1,,Valāhakasaṁyuttaṁ,57,"32: dvattiṁsati, dvattiṁsa, battiṁsati",Sattapaññāsasuttantaṁ niṭṭhitaṁ,,,,,,,,,,,,
33,,3,12,1,,Vacchagottasaṁyuttaṁ,55,"33: tettiṁsati, tettiṁsa",,,,,,,,,,,,,
34,,3,13,1,,Jhānasaṁyuttaṁ,55,34: catuttiṁsati,,,,,,,,,,,,,
34,,3,13,2,,,,,,,,,,,,,,,,,
34,,3,13,3,,,,,,,,,,,,,,,,,
35,Saḷāyatanavaggasaṁyuttapāḷi,4,1,1,,Saḷāyatanasaṁyuttaṁ,248,35: pañcatiṁsati,10,,,,,,,,,,,,
35,,4,1,2,,,,,,,,,,,,,,,,,
35,,4,1,3,,,,,,,,,,,,,,,,,
35,,4,1,4,,,,,,,,,,,,,,,,,
35,,4,1,5,,,,,,,,,,,,,,,,,
35,,4,1,6,,,,,,,,,,,,,,,,,
35,,4,1,7,,,,,,,,,,,,,,,,,
35,,4,1,8,,,,,,,,,,,,,,,,,
35,,4,1,9,,,,,,,,,,,,,,,,,
35,,4,1,10,,,,,,,,,,,,,,,,,
35,,4,1,11,,,,,,,,,,,,,,,,,
35,,4,1,12,,,,,,,,,,,,,,,,,
35,,4,1,13,,,,,,,,,,,,,,,,,
35,,4,1,14,,,,,,,,,,,,,,,,,
35,,4,1,15,,,,,,,,,,,,,,,,,
35,,4,1,16,,,,,,,,,,,,,,,,,
35,,4,1,17,,,,,,,,,,,,,,,,,
35,,4,1,18,,,,,,,,,,,,,,,,,
35,,4,1,19,,,,,,,,,,,,,,,,,
36,,4,2,1,,Vedanāsaṁyuttaṁ,36,36: chattiṁsati,,,,,,,,,,,,,
36,,4,2,2,,,,,,,,,,,,,,,,,
36,,4,2,3,,,,,,,,,,,,,,,,,
37,,4,3,1,,Mātugāmasaṁyuttaṁ,37,37: sattatiṁsati,,,,,,,,,,,,,
37,,4,3,2,,,,,,,,,,,,,,,,,
37,,4,3,3,,,,,,,,,,,,,,,,,
38,,4,4,1,,Jambukhādakasaṁyuttaṁ,38,38: aṭṭhatiṁsati,,,,,,,,,,,,,
39,,4,5,1,,Sāmaṇḍakasaṁyuttaṁ,39,39: ekūnacattālīsati,,,,,,,,,,,,,
40,,4,6,1,,Moggallānasaṁyuttaṁ,40,"40: cattālīsati, cattālīsaṁ, cattārīsaṁ, cattārīsa, cattārīsā",,,,,,,,,,,,,
41,,4,7,1,,Cittasaṁyuttaṁ,41,"41: ekacattālīsati, ekacattārīsati",,,,,,,,,,,,,
42,,4,8,1,,Gāmaṇisaṁyuttaṁ,42,"42: dvicattālīsati, dvicattārīsati, dvecattālīsati, dvecattārīsati",,,,,,,,,,,,,
43,,4,9,1,,Asaṅkhatasaṁyuttaṁ,44,"43: tecattālīsati , tecattārīsati",,,,,,,,,,,,,
43,,4,9,2,,,,,,,,,,,,,,,,,
43,,4,9,3,,,,,,,,,,,,,,,,,
44,,4,10,1,,Abyākatasaṁyuttaṁ,44,"44: catucattālīsati, catucattārīsati",,,,,,,,,,,,,
44,,4,10,2,,,,,,,,,,,,,,,,,
44,,4,10,3,,,,,,,,,,,,,,,,,
44,,4,10,4,,,,,,,,,,,,,,,,,
45,Mahāvaggasaṁyuttapāḷi,5,1,1,,Maggasaṁyuttaṁ,180,"45: pañcacattālīsati, pañcacattārīsati",12,,,,,,,,,,,,
45,,5,1,2,,,,,,,,,,,,,,,,,
45,,5,1,3,,,,,,,,,,,,,,,,,
45,,5,1,4,,,,,,,,,,,,,,,,,
45,,5,1,5,,,,,,,,,,,,,,,,,
45,,5,1,6,,,,,,,,,,,,,,,,,
45,,5,1,7,,,,,,,,,,,,,,,,,
45,,5,1,8,,,,,,,,,,,,,,,,,
45,,5,1,1,,,,,,,,,,,,,,,,,
45,,5,1,3,,,,,,,,,,,,,,,,,
45,,5,1,5,,,,,,,,,,,,,,,,,
45,,5,1,7,,,,,,,,,,,,,,,,,
45,,5,1,9,,,,,,,,,,,,,,,,,
45,,5,1,11,,,,,,,,,,,,,,,,,
45,,5,1,13,,,,,,,,,,,,,,,,,
46,,5,2,1,,Bojjhaṅgasaṁyuttaṁ,184,"46: chacattālīsati, chacattārīsati",,,,,,,,,,,,,
46,,5,2,2,,,,,,,,,,,,,,,,,
46,,5,2,3,,,,,,,,,,,,,,,,,
46,,5,2,4,,,,,,,,,,,,,,,,,
46,,5,2,5,,,,,,,,,,,,,,,,,
46,,5,2,6,,,,,,,,,,,,,,,,,
46,,5,2,7,,,,,,,,,,,,,,,,,
46,,5,2,8,,,,,,,,,,,,,,,,,
46,,5,2,9,,,,,,,,,,,,,,,,,
46,,5,2,10,,,,,,,,,,,,,,,,,
46,,5,2,11,,,,,,,,,,,,,,,,,
46,,5,2,12,,,,,,,,,,,,,,,,,
46,,5,2,13,,,,,,,,,,,,,,,,,
46,,5,2,14,,,,,,,,,,,,,,,,,
46,,5,2,15,,,,,,,,,,,,,,,,,
46,,5,2,16,,,,,,,,,,,,,,,,,
46,,5,2,17,,,,,,,,,,,,,,,,,
46,,5,2,18,,,,,,,,,,,,,,,,,
47,,5,3,1,,Satipaṭṭhānasaṁyuttaṁ,104,"47: sattacattālīsati, sattacattārīsati",,,,,,,,,,,,,
47,,5,3,2,,,,,,,,,,,,,,,,,
47,,5,3,3,,,,,,,,,,,,,,,,,
47,,5,3,4,,,,,,,,,,,,,,,,,
47,,5,3,5,,,,,,,,,,,,,,,,,
47,,5,3,6,,,,,,,,,,,,,,,,,
47,,5,3,7,,,,,,,,,,,,,,,,,
47,,5,3,8,,,,,,,,,,,,,,,,,
47,,5,3,9,,,,,,,,,,,,,,,,,
47,,5,3,10,,,,,,,,,,,,,,,,,
